idx;Hora;Min;Seg;ms;RPM;Load;Inje;txb_manom;inputMan;pressVac;pressRed;pressGnv;tempGnv;pgbkA_In;pgbkB_In;pgbkA_Out;pgbkB_Out;pgbkA_Ganho;pgbkB_Ganho;periodoA;periodoB;tempRedutor;tempEGT;tempECU;lambdaA;acel;btnCount;injDiesel;lambdaB;tlmCount;app_digitalswitch;app_injmap;app_sensors;app_supervisor;app_uart_receive;app_uart_transmit;interrupt_pgbk;interrupt_injrails;resetReason;D0;D1;D2;D3;D4;D5;D6;D7;D8;D9;sig_diagramReduction;tensao_bateria;a;b;c;d;e
0;11;3;12;426;764;185;0;61;1013;67;50;82;5766;3071;1385;3088;1370;1010;1000;0;0;53;131;1913;659;787;0;0;0;23612;4723;32761;29146;23617;32764;25040;32724;32768;64;0;926;1910;1455;0;0;0;0;553;138;0;1455;104;0;1;0;0
0;11;3;12;521;752;187;0;61;1013;67;50;83;5766;3258;1547;3300;1506;1006;997;0;0;53;131;1913;658;798;0;0;0;23613;4723;32761;29156;23618;32764;26040;32724;32768;64;0;2094;1910;1455;0;0;0;0;615;122;0;1455;104;0;1;0;0
0;11;3;12;617;784;192;0;61;1013;67;50;82;5764;3108;1410;3127;1398;1011;1000;0;0;53;131;1912;662;726;0;0;0;23614;4724;32761;29165;23619;32764;27040;32724;32768;64;0;926;1910;1455;0;0;0;0;564;139;0;1455;104;0;1;0;0
0;11;3;12;712;773;189;0;61;1013;67;50;82;5764;3137;1448;3172;1453;1008;997;0;0;53;131;1912;658;916;0;0;0;23615;4724;32761;29175;23620;32764;28040;32724;32768;64;0;926;1910;1455;0;0;0;0;583;132;0;1455;104;0;1;0;0
0;11;3;12;810;785;192;0;61;1013;67;50;83;5764;3137;1460;3115;1461;1009;998;0;0;53;131;1913;657;785;0;0;0;23616;4724;32761;29184;23621;32764;29040;32724;32768;64;0;926;1910;1455;0;0;0;0;586;133;0;1455;104;0;1;0;0
0;11;3;13;5;777;184;0;61;1013;67;50;82;5766;3189;1380;3228;1385;1005;1000;0;0;53;131;1912;664;1015;0;0;0;23617;4724;32761;29194;23622;32764;30040;32724;32768;64;0;2099;1910;1455;0;0;0;0;550;141;0;1455;104;0;1;0;0
0;11;3;13;100;756;189;0;61;1013;67;50;82;5764;3176;1426;3142;1425;1009;1001;0;0;53;131;1912;661;749;0;0;0;23618;4724;32761;29203;23623;32764;31040;32724;32768;64;0;926;1910;1455;0;0;0;0;570;132;0;1455;104;0;1;0;0
0;11;3;13;202;770;186;0;61;1013;67;50;82;5764;3180;1371;3214;1356;1006;1001;0;0;53;131;1912;661;891;0;0;0;23619;4725;32761;29213;23624;32764;32040;32724;32768;64;0;2108;1910;1455;0;0;0;0;546;141;0;1455;104;0;1;0;0
0;11;3;13;300;771;190;0;61;1013;67;50;82;5768;3216;1370;3226;1385;1007;1000;0;0;53;131;1912;665;794;0;0;0;23620;4725;32761;29222;23625;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;551;139;0;1455;104;0;1;0;0
0;11;3;13;407;783;190;0;61;1013;67;50;82;5766;3149;1417;3196;1402;1007;1001;0;0;53;130;1912;659;981;0;0;0;23621;4725;32761;29232;23626;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;565;138;0;1455;4;0;1;0;0
0;11;3;13;494;765;188;0;61;1013;67;50;82;5766;3213;1394;3230;1407;1008;998;0;0;53;130;1912;664;769;0;0;0;23622;4725;32761;29241;23627;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;560;136;0;1455;3;0;1;0;0
0;11;3;13;585;778;181;0;61;1013;67;50;82;5764;3115;1379;3163;1373;1007;1000;0;0;53;130;1912;659;819;0;0;0;23623;4725;32761;29251;23628;32764;32040;32724;32768;64;0;2103;1911;1455;0;0;0;0;549;141;0;1455;2;0;1;0;0
0;11;3;13;684;766;190;0;61;1013;67;50;82;5768;3171;1471;3222;1491;1007;997;0;0;53;131;1912;664;780;0;0;0;23624;4726;32761;29260;23629;32764;32040;32724;32768;64;0;926;1911;1455;0;0;0;0;592;129;0;1455;5;1;1;0;0
0;11;3;13;778;782;189;0;61;1013;67;50;82;5764;3071;1407;3112;1386;1009;1000;0;0;53;131;1912;660;770;0;0;0;23625;4726;32761;29270;23630;32764;32040;32724;32768;64;0;2109;1910;1455;0;0;0;0;557;140;0;1455;7;0;1;0;0
0;11;3;13;873;769;190;0;61;1013;67;50;82;5766;3166;1420;3207;1437;1008;998;0;0;53;130;1912;663;789;0;0;0;23626;4726;32761;29279;23631;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;570;134;0;1455;104;0;1;0;0
0;11;3;13;969;778;181;0;61;1013;67;50;82;5766;3075;1433;3104;1410;1010;999;0;0;53;130;1911;656;726;0;0;0;23627;4726;32761;29288;23632;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;567;137;0;1455;104;0;1;0;0
0;11;3;14;70;778;192;0;61;1013;67;50;82;5766;3182;1404;3263;1450;1006;996;0;0;53;130;1912;656;782;0;0;0;23628;4726;32761;29298;23633;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;583;133;0;1455;104;0;1;0;0
0;11;3;14;161;767;188;0;61;1013;67;50;83;5766;3104;1426;3105;1403;1011;999;0;0;53;130;1911;659;766;0;0;0;23629;4727;32761;29307;23634;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;567;135;0;1455;104;0;1;0;0
0;11;3;14;258;773;187;0;61;1013;67;50;83;5766;3193;1391;3238;1478;1007;1000;0;0;53;131;1912;662;349;0;0;0;23630;4727;32761;29317;23635;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;563;137;0;1455;104;0;1;0;0
0;11;3;14;353;785;186;0;61;1013;67;50;82;5764;3175;1383;3165;1360;1009;999;0;0;53;131;1911;660;748;0;0;0;23631;4727;32761;29326;23636;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;549;142;0;1454;104;0;1;0;0
0;11;3;14;450;778;193;0;61;1013;67;50;83;5768;3180;1428;3192;1431;1007;1002;0;0;53;130;1912;660;1214;0;0;0;23632;4727;32761;29336;23637;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;571;136;0;1454;104;0;1;0;0
0;11;3;14;543;760;186;0;61;1013;67;50;82;5766;3183;1426;3159;1402;1009;1002;0;0;53;130;1911;658;771;0;0;0;23633;4727;32761;29345;23638;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;566;134;0;1454;104;0;1;0;0
0;11;3;14;640;771;179;0;61;1013;67;50;82;5766;3161;1390;3193;1396;1006;1000;0;0;53;130;1911;661;814;0;0;0;23634;4728;32761;29355;23639;32764;32040;32724;32768;64;0;2099;1909;1454;0;0;0;0;557;138;0;1454;104;0;1;0;0
0;11;3;14;737;771;190;0;61;1013;67;50;82;5766;3188;1478;3211;1461;1008;1000;0;0;53;130;1912;665;782;0;0;0;23635;4728;32761;29364;23640;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;589;130;0;1455;104;0;1;0;0
0;11;3;14;829;748;194;0;61;1013;67;50;82;5764;3154;1380;3209;1387;1007;999;0;0;53;130;1912;661;804;0;0;0;23636;4728;32761;29374;23641;32764;32040;32724;32768;64;0;2096;1910;1454;0;0;0;0;552;135;0;1454;4;0;1;0;0
0;11;3;14;927;776;184;0;61;1013;67;50;83;5764;3228;1433;3235;1429;1008;996;0;0;53;130;1912;661;768;0;0;0;23637;4728;32761;29383;23642;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;574;135;0;1455;3;0;1;0;0
0;11;3;15;22;766;190;0;61;1013;67;50;82;5766;3079;1392;3157;1401;1009;999;0;0;53;129;1912;662;727;0;0;0;23638;4728;32761;29392;23643;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;558;137;0;1454;2;0;1;0;0
0;11;3;15;120;777;190;0;61;1013;67;50;83;5764;3189;1386;3214;1382;1007;997;0;0;53;129;1911;656;788;0;0;0;23639;4729;32761;29402;23644;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;557;139;0;1454;5;1;1;0;0
0;11;3;15;213;782;193;0;61;1013;67;50;82;5766;3097;1400;3168;1405;1010;1000;0;0;53;129;1912;662;689;0;0;0;23640;4729;32761;29411;23645;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;560;139;0;1455;7;0;1;0;0
0;11;3;15;310;774;193;0;61;1013;67;50;82;5766;3192;1471;3221;1420;1007;998;0;0;53;129;1912;659;798;0;0;0;23641;4729;32761;29421;23646;32764;32040;32724;32768;64;0;2095;1910;1454;0;0;0;0;569;136;0;1454;104;0;1;0;0
0;11;3;15;502;762;186;0;61;1013;67;50;82;5766;3064;1352;3108;1346;1010;1000;0;0;53;129;1911;657;756;0;0;0;23642;4729;32761;29430;23647;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;540;141;0;1454;104;0;1;0;0
0;11;3;15;598;754;189;0;61;1013;67;50;82;5766;3177;1514;3206;1530;1007;999;0;0;53;129;1911;648;1028;0;0;0;23643;4729;32761;29440;23648;32764;32040;32724;32768;64;0;2091;1910;1454;0;0;0;0;590;127;0;1454;104;0;1;0;0
0;11;3;15;695;781;189;0;61;1013;67;50;83;5764;3104;1397;3108;1393;1009;999;0;0;53;129;1912;657;790;0;0;0;23644;4730;32761;29449;23649;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;557;140;0;1455;104;0;1;0;0
0;11;3;15;793;764;191;0;61;1013;67;50;83;5764;3122;1407;3176;1480;1007;1000;0;0;53;129;1912;660;794;0;0;0;23645;4730;32761;29459;23650;32764;32040;32724;32768;64;0;2105;1910;1454;0;0;0;0;570;134;0;1454;104;0;1;0;0
0;11;3;15;890;760;196;0;61;1013;67;50;83;5764;3135;1442;3113;1433;1009;999;0;0;53;129;1912;664;790;0;0;0;23646;4730;32761;29468;23651;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;573;132;0;1454;104;0;1;0;0
0;11;3;15;982;776;187;0;61;1013;67;50;83;5766;3197;1399;3226;1400;1006;999;0;0;53;129;1912;659;794;0;0;0;23647;4730;32761;29477;23652;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;561;138;0;1454;104;0;1;0;0
0;11;3;16;77;782;183;0;61;1013;67;50;82;5766;3185;1421;3184;1408;1007;1000;0;0;53;129;1911;669;791;0;0;0;23648;4730;32761;29487;23653;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;565;138;0;1454;104;0;1;0;0
0;11;3;16;180;777;191;0;61;1013;67;50;82;5766;3177;1378;3208;1379;1006;1001;0;0;53;129;1912;659;767;0;0;0;23649;4731;32761;29497;23654;32764;32040;32724;32768;64;0;2095;1910;1454;0;0;0;0;554;140;0;1454;104;0;1;0;0
0;11;3;16;276;775;193;0;61;1013;67;50;82;5766;3203;1371;3187;1356;1008;1000;0;0;53;129;1911;663;768;0;0;0;23650;4731;32761;29506;23655;32764;32040;32724;32768;64;0;926;1910;1455;0;0;0;0;545;142;0;1455;104;0;1;0;0
0;11;3;16;371;756;192;0;61;1013;67;50;82;5768;3173;1445;3220;1462;1006;1001;0;0;53;129;1911;656;739;0;0;0;23651;4731;32761;29516;23656;32764;32040;32724;32768;64;0;2100;1910;1455;0;0;0;0;580;130;0;1455;4;0;1;0;0
0;11;3;16;466;779;190;0;61;1013;67;50;83;5766;3161;1415;3196;1403;1008;998;0;0;53;129;1911;662;802;0;0;0;23652;4731;32761;29525;23657;32764;32040;32724;32768;64;0;926;1910;1454;0;0;0;0;562;138;0;1454;3;0;1;0;0
0;11;3;16;563;769;171;0;61;1013;67;50;82;5766;3044;1367;3119;1387;1008;1000;0;0;54;128;1911;660;740;0;0;0;23653;4731;32761;29535;23658;32764;504;32724;32768;64;0;2095;1910;1454;0;0;0;0;549;140;0;1454;2;0;1;0;0
0;11;3;16;659;776;187;0;61;1013;67;50;82;5766;3182;1496;3217;1481;1006;998;0;0;53;128;1911;659;796;0;0;0;23654;4732;32761;29544;23659;32764;1504;32724;32768;64;0;926;1910;1455;0;0;0;0;596;130;0;1455;5;1;1;0;0
0;11;3;16;756;782;193;0;61;1013;67;50;82;5766;3037;1391;3081;1404;1010;999;0;0;54;128;1911;659;733;0;0;0;23655;4732;32761;29553;23660;32764;2504;32724;32768;64;0;926;1910;1454;0;0;0;0;557;140;0;1454;7;0;1;0;0
0;11;3;16;851;775;183;0;61;1013;67;50;82;5766;3186;1505;3192;1444;1007;996;0;0;53;128;1912;661;803;0;0;0;23656;4732;32761;29563;23661;32764;3504;32724;32768;64;0;926;1910;1454;0;0;0;0;596;130;0;1454;104;0;1;0;0
0;11;3;16;949;761;193;0;61;1013;67;50;82;5766;3064;1415;3092;1430;1010;999;0;0;54;128;1911;663;725;0;0;0;23657;4732;32761;29573;23662;32764;4504;32724;32768;64;0;2105;1910;1454;0;0;0;0;566;134;0;1454;104;0;1;0;0
0;11;3;17;45;779;190;0;61;1013;67;50;82;5766;3221;1494;3237;1450;1006;996;0;0;54;128;1912;658;803;0;0;0;23658;4732;32761;29582;23663;32764;5504;32724;32768;64;0;926;1910;1454;0;0;0;0;586;132;0;1454;104;0;1;0;0
0;11;3;17;138;749;184;0;61;1013;67;50;82;5768;3099;1399;3108;1403;1010;999;0;0;54;128;1911;661;749;0;0;0;23659;4733;32761;29592;23664;32764;6504;32724;32768;64;0;2104;1910;1454;0;0;0;0;558;134;0;1454;104;0;1;0;0
0;11;3;17;233;784;194;0;61;1013;67;50;82;5766;3195;1417;3241;1491;1008;999;0;0;53;128;1912;664;788;0;0;0;23660;4733;32761;29601;23665;32764;7504;32724;32768;64;0;926;1910;1454;0;0;0;0;575;136;0;1454;104;0;1;0;0
0;11;3;17;332;763;187;0;61;1013;67;50;82;5768;3165;1359;3152;1368;1008;999;0;0;53;128;1911;663;780;0;0;0;23661;4733;32761;29611;23666;32764;8504;32724;32768;64;0;926;1910;1454;0;0;0;0;544;140;0;1454;104;0;1;0;0
0;11;3;17;429;772;194;0;61;1013;67;50;82;5766;3162;1461;3191;1436;1005;1002;0;0;53;128;1911;659;1064;0;0;0;23662;4733;32761;29620;23667;32764;9504;32724;32768;64;0;926;1910;1454;0;0;0;0;582;132;0;1454;104;0;1;0;0
0;11;3;17;525;782;188;0;61;1013;67;50;82;5764;3096;1388;3075;1398;1009;1001;0;0;54;128;1911;665;773;0;0;0;23663;4733;32761;29630;23668;32764;10504;32724;32768;64;0;2104;1910;1454;0;0;0;0;555;140;0;1454;104;0;1;0;0
0;11;3;17;618;762;187;0;61;1013;67;50;82;5766;3078;1387;3106;1385;1007;1000;0;0;53;128;1911;662;611;0;0;0;23664;4734;32761;29639;23669;32764;11504;32724;32768;64;0;926;1910;1454;0;0;0;0;558;136;0;1454;104;0;1;0;0
0;11;3;17;712;756;186;0;61;1013;67;50;82;5766;3207;1447;3217;1458;1007;998;0;0;54;128;1911;661;776;0;0;0;23665;4734;32761;29649;23670;32764;12504;32724;32768;64;0;2101;1910;1455;0;0;0;0;578;130;0;1455;104;0;1;0;0
0;11;3;17;810;776;196;0;61;1013;67;50;82;5768;3077;1395;3152;1391;1009;999;0;0;53;128;1911;661;906;0;0;0;23666;4734;32761;29658;23671;32764;13504;32724;32768;64;0;926;1910;1454;0;0;0;0;559;138;0;1454;4;0;1;0;0
0;11;3;18;2;754;183;0;61;1013;67;50;82;5764;3182;1404;3208;1406;1007;997;0;0;54;128;1911;661;747;0;0;0;23667;4734;32761;29668;23672;32764;14504;32724;32768;64;0;2104;1910;1455;0;0;0;0;561;134;0;1455;3;0;1;0;0
0;11;3;18;100;765;189;0;61;1013;67;50;82;5768;3124;1422;3161;1426;1008;998;0;0;54;127;1911;658;858;0;0;0;23668;4734;32761;29677;23673;32764;15504;32724;32768;64;0;926;1910;1455;0;0;0;0;571;133;0;1455;2;0;1;0;4
0;11;3;18;200;780;192;0;61;1013;67;50;82;5766;3205;1373;3247;1372;1007;998;0;0;54;127;1911;662;766;0;0;0;23669;4735;32761;29687;23674;32764;16504;32724;32768;64;0;2103;1910;1455;0;0;0;0;547;142;0;1455;5;1;1;0;4
0;11;3;18;298;764;187;0;61;1013;67;50;82;5766;3045;1416;3088;1420;1010;1000;0;0;54;127;1911;655;803;0;0;0;23670;4735;32761;29696;23675;32764;17504;32724;32768;64;0;926;1910;1455;0;0;0;0;569;134;0;1455;7;0;1;0;4
0;11;3;18;400;766;190;0;61;1013;67;50;82;5764;3195;1495;3213;1434;1007;997;0;0;54;127;1911;664;948;0;0;0;23671;4735;32761;29706;23676;32764;18504;32724;32768;64;0;2100;1910;1455;0;0;0;0;592;129;0;1455;104;0;1;0;4
0;11;3;18;488;773;186;0;61;1013;67;50;82;5768;3078;1372;3101;1376;1010;999;0;0;54;127;1910;662;731;0;0;0;23672;4735;32761;29715;23677;32764;19504;32724;32768;64;0;926;1910;1455;0;0;0;0;551;140;0;1455;104;0;1;0;4
0;11;3;18;590;773;190;0;61;1012;67;50;82;5768;3197;1485;3236;1525;1005;999;0;0;54;127;1911;659;797;0;0;0;23673;4735;32761;29724;23678;32764;20504;32724;32768;64;0;926;1911;1455;0;0;0;0;616;125;0;1455;104;0;1;0;4
0;11;3;18;679;761;189;0;61;1012;67;50;83;5768;3095;1396;3079;1408;1010;999;0;0;54;127;1911;659;746;0;0;0;23674;4736;32761;29734;23679;32764;21504;32724;32768;64;0;926;1910;1455;0;0;0;0;561;135;0;1455;104;0;1;0;4
0;11;3;18;783;774;183;0;61;1012;67;50;82;5766;3162;1404;3171;1397;1006;1001;0;0;53;127;1911;664;779;0;0;0;23675;4736;32761;29743;23680;32764;22504;32724;32768;64;0;926;1910;1455;0;0;0;0;559;138;0;1455;104;0;1;0;4
0;11;3;18;872;780;190;0;61;1012;67;50;82;5766;3171;1443;3178;1462;1008;1001;0;0;54;127;1911;665;789;0;0;0;23676;4736;32761;29753;23681;32764;23504;32724;32768;64;0;926;1910;1455;0;0;0;0;578;134;0;1455;104;0;1;0;4
0;11;3;18;969;749;185;0;61;1012;67;50;82;5768;3153;1394;3174;1366;1007;1000;0;0;54;127;1911;661;847;0;0;0;23677;4736;32761;29762;23682;32764;24504;32724;32768;64;0;926;1910;1455;0;0;0;0;553;135;0;1455;104;0;1;0;4
0;11;3;19;66;780;191;0;61;1012;67;50;82;5768;3174;1406;3163;1423;1008;999;0;0;54;127;1911;663;782;0;0;0;23678;4736;32761;29772;23683;32764;25504;32724;32768;64;0;926;1910;1455;0;0;0;0;563;138;0;1455;104;0;1;0;4
0;11;3;19;162;758;191;0;61;1012;67;50;83;5764;3160;1401;3205;1372;1007;1000;0;0;54;127;1911;660;845;0;0;0;23679;4737;32761;29781;23684;32764;26504;32724;32768;64;0;926;1910;1455;0;0;0;0;555;136;0;1455;104;0;1;0;4
0;11;3;19;256;746;186;0;61;1013;67;50;82;5768;3252;1358;3287;1372;1006;997;0;0;54;127;1911;663;801;0;0;0;23680;4737;32761;29791;23685;32764;27504;32724;32768;64;0;2102;1910;1455;0;0;0;0;544;137;0;1455;104;0;1;0;4
0;11;3;19;352;772;191;0;61;1013;67;50;82;5768;3150;1433;3190;1416;1009;1001;0;0;54;127;1911;663;856;0;0;0;23681;4737;32761;29800;23686;32764;28504;32724;32768;64;0;926;1910;1455;0;0;0;0;570;135;0;1455;4;0;1;0;4
0;11;3;19;449;782;181;0;61;1012;67;50;82;5768;3273;1407;3305;1424;1007;998;0;0;54;127;1911;660;790;0;0;0;23682;4737;32761;29810;23687;32764;29504;32724;32768;64;0;2100;1910;1455;0;0;0;0;562;139;0;1455;3;0;1;0;4
0;11;3;19;541;772;196;0;61;1012;67;50;82;5766;3080;1390;3143;1369;1009;1000;0;0;54;127;1911;656;751;0;0;0;23683;4737;32761;29819;23688;32764;30504;32724;32768;64;0;926;1910;1455;0;0;0;0;553;139;0;1455;2;0;1;0;4
0;11;3;19;637;782;192;0;61;1012;67;50;82;5764;3190;1456;3232;1473;1007;998;0;0;54;127;1911;662;753;0;0;0;23684;4738;32761;29829;23689;32764;31504;32724;32768;64;0;2102;1911;1455;0;0;0;0;582;134;0;1455;5;1;1;0;4
0;11;3;19;731;778;190;0;61;1013;67;50;82;5768;3057;1428;3085;1410;1010;999;0;0;54;127;1910;657;757;0;0;0;23685;4738;32761;29838;23690;32764;32504;32724;32768;64;0;926;1911;1455;0;0;0;0;569;136;0;1455;7;1;1;0;4
0;11;3;19;827;768;191;0;61;1013;67;50;82;5766;3152;1429;3229;1468;1007;997;0;0;54;127;1911;656;1039;0;0;0;23686;4738;32761;29848;23691;32764;32504;32724;32768;64;0;2112;1910;1455;0;0;0;0;584;131;0;1455;104;0;1;0;4
0;11;3;19;921;777;192;0;61;1013;67;50;82;5766;3111;1454;3112;1443;1009;999;0;0;54;126;1910;652;743;0;0;0;23687;4738;32761;29857;23692;32764;32504;32724;32768;64;0;926;1910;1455;0;0;0;0;579;134;0;1455;104;0;1;0;4
0;11;3;20;17;752;191;0;61;1013;67;50;83;5768;3217;1384;3255;1469;1006;998;0;0;54;126;1911;664;798;0;0;0;23688;4738;32761;29867;23693;32764;32504;32724;32768;64;0;926;1910;1455;0;0;0;0;563;133;0;1455;104;0;1;0;4
0;11;3;20;112;777;190;0;61;1013;67;50;82;5766;3156;1440;3157;1430;1009;999;0;0;54;126;1911;661;803;0;0;0;23689;4739;32761;29877;23694;32764;32504;32724;32768;64;0;2106;1911;1455;0;0;0;0;576;134;0;1455;104;0;1;0;4
0;11;3;20;214;769;193;0;61;1013;67;50;82;5766;3178;1370;3194;1374;1006;1002;0;0;54;126;1911;662;640;0;0;0;23690;4739;32761;29886;23695;32764;32504;32724;32768;64;0;926;1911;1455;0;0;0;0;547;140;0;1455;104;0;1;0;4
0;11;3;20;407;776;190;0;61;1013;67;50;82;5766;3164;1389;3128;1384;1009;1000;0;0;54;126;1911;660;794;0;0;0;23691;4739;32761;29896;23696;32764;32504;32724;32768;64;0;2100;1911;1455;0;0;0;0;556;139;0;1455;104;0;1;0;4
0;11;3;20;502;775;189;0;61;1013;67;50;83;5764;3161;1439;3190;1427;1007;1001;0;0;54;126;1911;664;741;0;0;0;23692;4739;32761;29905;23697;32764;32504;32724;32768;64;0;926;1910;1455;0;0;0;0;574;135;0;1455;104;0;1;0;4
0;11;3;20;599;782;192;0;61;1013;67;50;82;5768;3185;1423;3197;1422;1007;1001;0;0;54;126;1911;657;735;0;0;0;23693;4739;32761;29914;23698;32764;32504;32724;32768;64;0;926;1911;1455;0;0;0;0;571;136;0;1455;104;0;1;0;4
0;11;3;20;700;769;194;0;61;1013;67;50;82;5766;3105;1370;3133;1361;1007;1000;0;0;54;126;1910;661;793;0;0;0;23694;4740;32761;29924;23699;32764;32504;32724;32768;64;0;926;1910;1455;0;0;0;0;546;140;0;1455;104;0;1;0;4
0;11;3;20;790;776;193;0;61;1013;67;50;82;5766;3178;1460;3193;1479;1008;997;0;0;54;126;1911;658;780;0;0;0;23695;4740;32761;29934;23700;32764;32504;32724;32768;64;0;2098;1911;1455;0;0;0;0;587;132;0;1455;104;0;1;0;4
0;11;3;20;890;766;193;0;61;1013;67;50;82;5770;3084;1398;3150;1395;1008;999;0;0;54;126;1911;660;830;0;0;0;23696;4740;32761;29943;23701;32764;32504;32724;32768;64;0;926;1911;1455;0;0;0;0;557;137;0;1455;4;0;1;0;4
0;11;3;20;984;776;190;0;61;1013;67;50;82;5768;3162;1419;3210;1439;1008;998;0;0;54;126;1911;656;807;0;0;0;23697;4740;32761;29953;23702;32764;32504;32724;32768;64;0;2098;1911;1455;0;0;0;0;571;135;0;1455;3;0;1;0;4
0;11;3;21;83;777;194;0;61;1013;67;50;82;5766;3090;1411;3161;1399;1010;999;0;0;54;126;1911;658;783;0;0;0;23698;4740;32761;29962;23703;32764;32504;32724;32768;64;0;926;1910;1455;0;0;0;0;560;138;0;1455;2;0;1;0;4
0;11;3;21;184;773;181;0;61;1013;67;50;82;5764;3203;1396;3251;1396;1007;997;0;0;54;126;1911;662;771;0;0;0;23699;4741;32761;29972;23704;32764;32504;32724;32768;64;0;2100;1910;1455;0;0;0;0;554;139;0;1455;5;1;1;0;4
0;11;3;21;270;782;190;0;61;1013;67;49;82;5766;3119;1423;3158;1405;1010;1000;0;0;54;126;1911;656;781;0;0;0;23700;4741;32761;29981;23705;32764;32504;32724;32768;64;0;926;1910;1455;0;0;0;0;565;138;0;1455;7;1;1;0;4
